0	inf
0.1	inf
0.2	inf
0.3	inf
0.4	inf
0.5	inf
0.6	inf
0.7	inf
0.8	inf
0.9	inf
1	inf
1.1	574.64
1.2	494.577
1.3	424.675
1.4	363.426
1.5	309.634
1.6	262.337
1.7	220.746
1.8	184.209
1.9	152.179
2	124.194
2.1	99.8575
2.2	78.8313
2.3	60.8206
2.4	45.5687
2.5	32.8502
2.6	22.4664
2.7	14.241
2.8	8.017
2.9	3.65386
3	1.0254
3.1	0.0178365
3.2	0.528234
3.3	2.46316
3.4	5.73754
3.5	10.2737
3.6	16.0006
3.7	22.8529
3.8	30.7706
3.9	39.6983
4	49.5849
4.1	60.3831
4.2	72.0489
4.3	84.5414
4.4	97.8227
4.5	111.857
4.6	126.612
4.7	142.056
4.8	158.16
4.9	174.897
5	192.242
5.1	210.169
5.2	228.658
5.3	247.686
5.4	267.232
5.5	287.279
5.6	307.808
5.7	328.802
5.8	350.245
5.9	372.122
6	394.417
