0	0
0.1	0
0.2	0
0.3	0
0.4	0
0.5	0
0.6	0
0.7	0
0.8	0
0.9	0
1	0
1.1	1.28492e-319
1.2	3.12061e-302
1.3	4.71329e-287
1.4	9.40734e-274
1.5	4.50989e-262
1.6	8.40649e-252
1.7	9.03483e-243
1.8	7.75929e-235
1.9	6.99922e-228
2	8.357e-222
2.1	1.60901e-216
2.2	5.9202e-212
2.3	4.82285e-208
2.4	9.89044e-205
2.5	5.71473e-202
2.6	1.02756e-199
2.7	6.2796e-198
2.8	1.41079e-196
2.9	1.24999e-195
3	4.65232e-195
3.1	7.69944e-195
3.2	5.96523e-195
3.3	2.26707e-195
3.4	4.41003e-196
3.5	4.56483e-197
3.6	2.60527e-198
3.7	8.47024e-200
3.8	1.61655e-201
3.9	1.8619e-203
4	1.3277e-205
4.1	6.00215e-208
4.2	1.7584e-210
4.3	3.4072e-213
4.4	4.45045e-216
4.5	3.98873e-219
4.6	2.49391e-222
4.7	1.10476e-225
4.8	3.51804e-229
4.9	8.16377e-233
5	1.39827e-236
5.1	1.78906e-240
5.2	1.72947e-244
5.3	1.27671e-248
5.4	7.27018e-253
5.5	3.22406e-257
5.6	1.12353e-261
5.7	3.10307e-266
5.8	6.84759e-271
5.9	1.21662e-275
6	1.75311e-280
